;contractingProcedureType;publicationDate;ccp;objectBriefDescription;initialContractualPrice;signingDate;id;contractFundamentationType;closeDate;causesDeadlineChange;causesPriceChange;frameworkAgreementProcedureId;frameworkAgreementProcedureDescription;increments;documents;invitees;observations;totalEffectivePrice;endOfContractType;contractingProcedureUrl;ambientCriteria;directAwardFundamentationType;announcementId;contestants;cpvsType;cpvsDesignation;cpvsValue;cocontratantes;aquisitionStateMemberUE;infoAquisitionStateMemberUE;groupMembers;normal;specialMeasures;regime;executionDeadline;contractTypeCS;executionPlace;centralizedProcedure;cpvs;income;nonWrittenContractJustificationTypes;contractStatus;materialCriteria;contractTypes;description;contractingNif;contractingDescription;contractingId;contractedNif;contractedDescription;contractedId;links_documentos
92;Consulta Prévia;05-03-2026;False;RENOVAÇÃO GFI;13.056,00 €;05-03-2026;13854861;Artigo 20.º, n.º 1, alínea c) do Código dos Contratos Públicos;;;;Não aplicável.;Não aplicável.;False;[];[];;;;https://www.anogov.com/op-nav/faces/app/acessoDocs.jsp?codigoAcesso=67CqYPludLAhKuNhwjaerNMY8D4qnFhFu7RCI2kh72aZwzkwkG;False;Não aplicável;-1;[{'nif': '504904493', 'description': 'RIS 2048 - Sistemas Informáticos e Comunicações, S.A.', 'id': 5291}];Principal;Pacotes de software e sistemas de informação;13056.0 € ;False;False;;;True;;Código dos Contratos Públicos ( DL 111-B/2017 );365 dias;False;Portugal, Lisboa, Lisboa;False;48000000-8;False;Artigo 11.º nº 1 – Contratação excluída setores especiais;;False;Aquisição de bens móveis;Pº 118/26 - RENOVAÇÃO GFI;504448064;Navegação Aérea de Portugal - Nav Portugal, EPE;25996;504904493;RIS 2048 - Sistemas Informáticos e Comunicações, S.A.;5291;
93;Ajuste Direto Regime Geral;05-03-2026;False;Aquisição de Serviços  Espetáculo de Blasted Mechanism, a apresentar no Teatro Municipal de Bragança, no dia 28 de fevereiro de 2026.;14.000,00 €;19-02-2026;13854744;Artigo 24.º, n.º 1, alínea e), subalínea i) do Código dos Contratos Públicos;;;;Não aplicável.;Não aplicável.;False;[];[];;;;https://www.acingov.pt/acingovprod/2/zonaPublica/zona_publica_c/donwloadProcedurePiece/MTA1NTY1Mw;False;ausência de recursos próprios;-1;[{'nif': '513277633', 'description': 'Senhores do Ar - Produções, Lda', 'id': 764616}];Principal;Serviços prestados por artistas;14000.0 € ;False;False;;;True;;Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05;1 dias;False;Portugal, Braganca, Bragança;False;92312240-5;False;Artigo 95.º, n.º 1, c), locação ou aquisição de bens móveis ou de serviços nos termos das alíneas i),ii),iii),cumulativamente;;False;Aquisição de serviços;Aquisição de Serviços ? Espetáculo de Blasted Mechanism, a apresentar no Teatro Municipal de Bragança, no dia 28 de fevereiro de 2026.;506215547;Municipio de Bragança;1507;513277633;Senhores do Ar - Produções, Lda;764616;
94;Ajuste Direto Regime Geral;05-03-2026;False;Fornecimento de Produtos e  bens destinados ao bufete/bar escolar;19.000,00 €;23-02-2026;13854669;Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos;;;;Não aplicável.;Não aplicável.;False;[{'description': 'Contrato_M.Alves_signed.pdf', 'id': 2466631}];[];;;;;False;Não aplicável;-1;[];Principal;Produtos alimentares diversos;19000.0 € ;False;False;;;True;;Código dos Contratos Públicos ( DL 111-B/2017 );311 dias;False;Portugal, Porto, Penafiel;False;15800000-6;False;;;False;Aquisição de bens móveis;Fornecimento de Produtos e  bens destinados ao bufete/bar escolar;600077322;Agrupamento de Escolas de Vallis Longus, Valongo;159091;505873559;M.Alves Comercio de Produtos Alimentares, Lda.;168235;https://www.base.gov.pt/Base4/pt/resultados/?type=doc_documentos&id=2466631&ext=.pdf
95;Ajuste Direto Regime Geral;05-03-2026;False;Aquisição de Serviços  Espetáculo Volto Já, por António Raminhos, a apresentar no Teatro Municipal de Bragança, no dia 18 de fevereiro de 2026;6.500,00 €;20-02-2026;13854419;Artigo 24.º, n.º 1, alínea e), subalínea i) do Código dos Contratos Públicos;;;;Não aplicável.;Não aplicável.;False;[];[];;;;https://www.acingov.pt/acingovprod/2/zonaPublica/zona_publica_c/donwloadProcedurePiece/MTAxMDQ4Mw;False;ausência de recursos próprios;-1;[{'nif': '514319178', 'description': 'Brain Entertainment Unipessoal, Lda.', 'id': 2163184}];Principal;Serviços prestados por artistas;6500.0 € ;False;False;;;True;;Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05;1 dias;False;Portugal, Braganca, Bragança;False;92312240-5;False;Artigo 95.º, n.º 1, a), contrato de locação ou de aquisição de bens móveis ou de aquisição de serviços cujo preço contratual não excede 10.000,00 € e para Região Autónoma da Madeira um coeficiente de 1,45 €;;False;Aquisição de serviços;Aquisição de Serviços ? Espetáculo ?Volto Já?, por António Raminhos, a apresentar no Teatro Municipal de Bragança, no dia 18 de fevereiro de 2026;506215547;Municipio de Bragança;1507;514319178;Brain Entertainment, Unipessoal, lda;2163184;
96;Consulta Prévia;05-03-2026;False;Aquisição de produtos de bar para fornecimento dos bufetes do agrupamento.;17.261,32 €;02-02-2026;13854324;Artigo 20.º, n.º 1, alínea c) do Código dos Contratos Públicos;;;;Não aplicável.;Não aplicável.;False;[{'description': 'Marcio contrato expurgado.pdf', 'id': 2466630}];[];;;;https://community.vortal.biz/Public/public-tender-documents/QW5LdEJSTVlMUkJEQlJwSmdrVGFLMHozYUNXODljUlcwWmNJaHoxRnl1Q3pEcmlXTTlzTk9iaStKY245SnY1TlgyTE1LTC9Fa09lOHVCMzJxWlNjckE9PSZqbE9n;False;Não aplicável;-1;[{'nif': '505042037', 'description': 'Sumol+Compal Marcas S.A.', 'id': 181677}, {'nif': '510238351', 'description': 'Márcio Moreira Rocha Uni-pessoal Lda ', 'id': 312662}, {'nif': '503183997', 'description': 'Lactogal', 'id': 1644}, {'nif': '500675252', 'description': 'Lardomus-sociedade de Alimentos,Lda', 'id': 69508}, {'nif': '502607564', 'description': 'L. RIBEIRO - PROMOÇÃO E DISTRIBUIÇÃO ALIMENTAR, LD', 'id': 70671}];Principal;Produtos alimentares diversos;17261.32 € ;False;False;;;True;;Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05;350 dias;False;Portugal, Porto, Santo Tirso<BR/>Portugal, Porto, Santo Tirso;False;15800000-6;False;;;False;Aquisição de bens móveis;Produtos de Bar;600078450;Agrupamento de Escolas D. Afonso Henriques, Santo Tirso;242775;510238351;Márcio Moreira Rocha Unipessoal, Lda ;312662;https://www.base.gov.pt/Base4/pt/resultados/?type=doc_documentos&id=2466630&ext=.pdf
97;Contratação excluída II;05-03-2026;False;Serviços de ensino e formação ;625,00 €;28-01-2026;13854134;artigo 6.º-A n.º 1 do Código dos Contratos Públicos;;;;Não aplicável.;Não aplicável.;False;[{'description': 'C126_Contrato Formador_Helena Queiroga.pdf', 'id': 2466629}];[];;;;;False;Não aplicável;-1;[{'nif': '-', 'description': 'Helena Joana Queiroga Pinto', 'id': 5558844}];Principal;Serviços de ensino e formação;625.0 € ;False;False;;;True;;Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05;5 dias;False;Portugal, Braganca, Macedo de Cavaleiros;False;80000000-4;False;;;False;Aquisição de serviços;Aquisição de serviços;513374957;Atos Innovation Consulting, lda;1319574;-;Helena Joana Queiroga Pinto;5558844;https://www.base.gov.pt/Base4/pt/resultados/?type=doc_documentos&id=2466629&ext=.pdf
98;Ajuste Direto Regime Geral;05-03-2026;False;Serviços de Jardinagem;11.700,00 €;23-02-2026;13854127;Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos;;;;Não aplicável.;Não aplicável.;False;[{'description': 'Doc_26030517460.pdf', 'id': 2466628}];[];;;;;False;Não aplicável;-1;[];Principal;Serviços de plantação e manutenção de áreas verdes;11700.0 € ;False;False;;;True;;Código dos Contratos Públicos ( DL 111-B/2017 );370 dias;False;Portugal, Santarém, Almeirim;False;77310000-6;False;;;False;Aquisição de serviços;Serviços de Manutenção Jardins República e Parque das Laranjeiras;506855082;Freguesia de Almeirim;830406;514418508;CLOTILDE & TERESA JARDINS SOCIEDADE UNIPESSOAL,LDA;3198468;https://www.base.gov.pt/Base4/pt/resultados/?type=doc_documentos&id=2466628&ext=.pdf
99;Ajuste Direto Regime Geral;05-03-2026;False;Aquisição de serviços para apoio da Festa da Amendoeira em Flor;8.405,00 €;27-02-2026;13854040;Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos;;;;Não aplicável.;Não aplicável.;False;[];[];;;;;False;Não aplicável;-1;[];Principal;Serviços recreativos;8405.0 € ;False;False;;;True;;Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05;1 dias;False;Portugal, Guarda, Vila Nova de Foz Coa;False;92300000-4;False;Artigo 95.º, n.º 1, a), contrato de locação ou de aquisição de bens móveis ou de aquisição de serviços cujo preço contratual não excede 10.000,00 € e para Região Autónoma da Madeira um coeficiente de 1,45 €;;False;Aquisição de serviços;Aquisição de serviços para apoio da Festa da Amendoeira em Flor;506829197;Município de Vila Nova de Foz Côa;304;518858693;DOCTRINA, LDA;5299744;
100;Ajuste Direto Regime Geral;05-03-2026;False;94/1590/2026 - Aquisição Toalhetes Limpeza e Desinfeção;10.740,00 €;03-03-2026;13854003;Artigo 24.º, n.º 1, alínea c) do Código dos Contratos Públicos;;;;Não aplicável.;Não aplicável.;False;[];[];;;;;False;Não aplicável;-1;[];Principal;Produtos de limpeza e polimento;10740.0 € ;False;False;;;True;;Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05;91 dias;False;Portugal, Faro;False;39800000-0;False;Artigo 95.º, n.º 2, c), por motivos de urgência imperiosa resultante de acontecimentos imprevisíveis pela entidade, é necessário dar imediata execução ao contrato;;True;Aquisição de bens móveis;94/1590/2026 - Aquisição Toalhetes Limpeza e Desinfeção;510745997;Unidade Local de Saúde do Algarve, EPE;450005;500039720;Aviquímica – Importações e Manufacturas, Lda.;6633;
101;Ao abrigo de acordo-quadro (art.º 259.º);05-03-2026;False;"Convite à apresentação de propostas ao abrigo do(s) acordo(s)-quadro 2023/436 -
Medicamentos para o Sistema nervoso Central ,2023/437 - Medicação Antialérgica medicação, vitaminas
e sais minerais e medicamentos usados no tratamento de intoxicações, 2023/481 – Medicamentos
Diversos ,2023/491 - Medicamentos do foro oncológico e imunomoduladores, 2023/492 - Medicamentos
anti-infeciosos, 2023/495 - Medicamentos do aparelho geniturinário, 2023/671 – Medicamentos
Diversos, 2024/780 - Medicamentos do aparelho locomotor, usados no tratamento das doenças
endócrinas e hormonas, 2024/0898 – Medicamentos analgésicos, antipiréticos e antidepressivos,
2024/1077 – Medicamentos Diversos (II) , 2025/1303 - Medicamentos Diversos, 2025/1428 –
Medicamentos antipsicóticos, anestésicos e relaxantes musculares , 2025/1439 – Corretivos da volémia,
solução para conservação de órgãos, hemodialise, hemofiltração e outras soluções estéreis e 2025/1627
– Medicamentos do aparelho cardiovascular para aquisição de Me";747,52 €;03-02-2026;13853787;Artigo 259.º do Código dos Contratos Públicos;;;;7734869;1627/2025 - Acordo quadro de medicamentos do aparelho cardiovascular;False;[];[];;;;https://community.vortal.biz/Public/public-tender-documents/SW1rVkkzSUMxY2QwRG5TYnpONkUyMk5jQ0NYeDEwWFBXRFZQSmh5aWl0NEllRllTTVZ3d25oaVQ1ZW5ZN3A5NUxmWFFRUEs3QTlKQmtZV255UlJzNlE9PU9pbklG;False;Não aplicável;-1;[];Principal;Produtos farmacêuticos;747.52 € ;False;False;;;True;;Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05;60 dias;False;Portugal, Guarda;True;33600000-6;False;Artigo 95.º, n.º 1, b), locação ou de aquisição de bens móveis ou aquisição de serviços ao abrigo de um contrato público de aprovisionamento;;False;Aquisição de bens móveis;Convite à apresentação de propostas ao abrigo do(s) acordo(s)-quadro 2023/436 - Medicamentos para o Sistema nervoso Central ,2023/437 - Medicação Antialérgica medicação, vitaminas e sais minerais e me;508752000;UNIDADE LOCAL DE SAÚDE DA GUARDA, E.P.E;57052;504293753;FRESENIUS KABI PHARMA PORTUGAL,LDA;5030876;
102;Ajuste Direto Regime Geral;05-03-2026;False;2026001346/HFAR-Aquisição de dispositivos médicos;5.982,90 €;02-03-2026;13853717;Artigo 24.º, n.º 1, alínea c) do Código dos Contratos Públicos;;;;Não aplicável.;Não aplicável.;False;[];[];;;;https://www.acingov.pt/acingovprod/2/zonaPublica/zona_publica_c/donwloadProcedurePiece/MTA1ODg3Nw;False;ausência de recursos próprios;-1;[{'nif': '503531588', 'description': 'LUSOPALEX - SOCIEDADE DISTRIBUIDORA DE PRODUTOS HOSPITALARES, UNIPESSOAL, LDA.', 'id': 20077}];Principal;Material médico de consumo;5982.9 € ;False;False;;;True;;Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05;5 dias;False;Portugal;False;33140000-3;False;Artigo 95.º, n.º 1, a), contrato de locação ou de aquisição de bens móveis ou de aquisição de serviços cujo preço contratual não excede 10.000,00 € e para Região Autónoma da Madeira um coeficiente de 1,45 €;;False;Aquisição de bens móveis;2026001346/HFAR-Aquisição de dispositivos médicos;600010180;Estado-Maior-General das Forças Armadas (EMGFA);1367;503531588;Lusopalex - Produtos de Saude Unipessoal Lda;20077;
103;Concurso público;05-03-2026;False;Aquisição de Serviço de Implementação de Infraestrutura de Cablagem de Fibra Ótica e Cobre;24.232,64 €;02-03-2026;13853673;Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos;;;;Não aplicável.;Não aplicável.;False;[{'description': 'CPI 001-CCP-2026 Lote 5 -Contrato_expurgado.pdf', 'id': 2466627}];[];;;;https://community.vortal.biz/Public/public-tender-documents/Q3gzZitON1VXd2xFRFRxVTRMRnp5NjlmcC8xZlJKTFBUNmV6WGFpSzdjZVJXam51cUpQWEdxaW50c2dWNUJCNzNTcFdqUm9lMk1GSHFkcFp1T3k1MXc9PTBoNFAx;False;Não aplicável;433883;[];Principal;Infra-estrutura de rede;24232.64 € ;False;False;;;True;;Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05;15 dias;False;Portugal, Santarém, Entroncamento;False;32424000-1;False;;;False;Aquisição de bens móveis<br/>Locação de bens móveis;Aquisição de Serviço de Implementação de Infraestrutura de Cablagem de Fibra Ótica e Cobre;502327669;Cooptécnica - Gustave Eiffel, Cooperativa de Ensino e Formação Técnico Profissional, CRL;331326;513523502;Mega Sistemas Lda;1312698;https://www.base.gov.pt/Base4/pt/resultados/?type=doc_documentos&id=2466627&ext=.pdf
104;Ao abrigo de acordo-quadro (art.º 258.º);05-03-2026;False;PRC_0134/2024_DEX - Acordo-quadro para Aquisição de serviços de manutenção de Serralharias para a Águas do Norte, S.A.. Lote 4. ITR81OP;885,12 €;24-02-2026;13853576;Artigo 258.º do Código dos Contratos Públicos;;;;7189048;"PRC_0134/2024_DEX - Acordo-quadro para Aquisição de serviços
de manutenção de Serralharias para a Águas do Norte, S.A.
";False;[];[];4403389668;;;;False;Não aplicável;-1;[];Principal;Serviços de serralharia;885.12 € ;False;False;;;True;;Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05;30 dias;False;Portugal, Vila Real;False;98395000-8;False;Artigo 95.º, n.º 1, a), contrato de locação ou de aquisição de bens móveis ou de aquisição de serviços cujo preço contratual não excede 10.000,00 € e para Região Autónoma da Madeira um coeficiente de 1,45 €;;False;Aquisição de serviços;PRC_0134/2024_DEX - Acordo-quadro para Aquisição de serviços de manutenção de Serralharias para a Águas do Norte, S.A.. Lote 4. ITR81OP;513606084;Águas do Norte, SA;784394;505044897;HIDMA – Hidráulica e Automação S.A.;27131;
105;Consulta Prévia;05-03-2026;False;AQUISIÇÃO DE SERVIÇOS PARA ORGANIZAÇÃO DO EVENTO BRAGANÇA GAMING TAKEOVER 2026;68.500,00 €;05-03-2026;13853535;Artigo 20.º, n.º 1, alínea c) do Código dos Contratos Públicos;;;;Não aplicável.;Não aplicável.;False;[{'description': 'CONTRATO - IMAGINARY_pub Base Gov.pdf', 'id': 2466626}];[];;;;https://www.acingov.pt/acingovprod/2/zonaPublica/zona_publica_c/donwloadProcedurePiece/MTA1NzE2Mg;False;Não aplicável;-1;[{'nif': '519170121', 'description': 'IMAGINARY COMPASS, SOCIEDADE UNIPESSOAL LDA', 'id': 5453871}, {'nif': '516260480', 'description': 'Mariana Isabel Machado Unip. Lda', 'id': 5094239}];Principal;Serviços de eventos;68500.0 € ;False;False;;;True;;Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05;183 dias;False;Portugal, Braganca, Bragança;False;79952000-2;False;;;False;Aquisição de serviços;AQUISIÇÃO DE SERVIÇOS PARA ORGANIZAÇÃO DO EVENTO BRAGANÇA GAMING TAKEOVER 2026;506215547;Municipio de Bragança;1507;519170121;IMAGINARY COMPASS, SOCIEDADE UNIPESSOAL LDA;5453871;https://www.base.gov.pt/Base4/pt/resultados/?type=doc_documentos&id=2466626&ext=.pdf
106;Ao abrigo de acordo-quadro (art.º 259.º);05-03-2026;False;"Convite à apresentação de propostas ao abrigo do(s) acordo(s)-quadro 2023/436 -
Medicamentos para o Sistema nervoso Central ,2023/437 - Medicação Antialérgica medicação, vitaminas
e sais minerais e medicamentos usados no tratamento de intoxicações, 2023/481 – Medicamentos
Diversos ,2023/491 - Medicamentos do foro oncológico e imunomoduladores, 2023/492 - Medicamentos
anti-infeciosos, 2023/495 - Medicamentos do aparelho geniturinário, 2023/671 – Medicamentos
Diversos, 2024/780 - Medicamentos do aparelho locomotor, usados no tratamento das doenças
endócrinas e hormonas, 2024/0898 – Medicamentos analgésicos, antipiréticos e antidepressivos,
2024/1077 – Medicamentos Diversos (II) , 2025/1303 - Medicamentos Diversos, 2025/1428 –
Medicamentos antipsicóticos, anestésicos e relaxantes musculares , 2025/1439 – Corretivos da volémia,
solução para conservação de órgãos, hemodialise, hemofiltração e outras soluções estéreis e 2025/1627
– Medicamentos do aparelho cardiovascular para aquisição de Me";18.719,40 €;03-02-2026;13853523;Artigo 259.º do Código dos Contratos Públicos;;;;7734869;1627/2025 - Acordo quadro de medicamentos do aparelho cardiovascular;False;[];[];;;;https://community.vortal.biz/Public/public-tender-documents/SW1rVkkzSUMxY2QwRG5TYnpONkUyMk5jQ0NYeDEwWFBXRFZQSmh5aWl0NEllRllTTVZ3d25oaVQ1ZW5ZN3A5NUxmWFFRUEs3QTlKQmtZV255UlJzNlE9PU9pbklG;False;Não aplicável;-1;[];Principal;Produtos farmacêuticos;18719.4 € ;False;False;;;True;;Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05;60 dias;False;Portugal, Guarda;True;33600000-6;False;Artigo 95.º, n.º 1, b), locação ou de aquisição de bens móveis ou aquisição de serviços ao abrigo de um contrato público de aprovisionamento;;False;Aquisição de bens móveis;Convite à apresentação de propostas ao abrigo do(s) acordo(s)-quadro 2023/436 - Medicamentos para o Sistema nervoso Central ,2023/437 - Medicação Antialérgica medicação, vitaminas e sais minerais e me;508752000;UNIDADE LOCAL DE SAÚDE DA GUARDA, E.P.E;57052;506415740;Biogen Portugal Sociedade Farmacêutica Unipessoal Lda.;13725;
107;Ajuste Direto Regime Geral;05-03-2026;False;"Aquisição de serviços de printing&finishing;  fevereiro e março 2026";85.332,78 €;11-02-2026;13853515;Artigo 24.º, n.º 1, alínea c) do Código dos Contratos Públicos;;;;Não aplicável.;Não aplicável.;False;[{'description': 'Contrato anonimizado.pdf', 'id': 2466625}];[];;;;https://www.acingov.pt/acingovprod/2/zonaPublica/zona_publica_c/donwloadProcedurePiece/MTA1MTA0NA;False;ausência de recursos próprios;-1;[];Principal;Serviços de impressão e distribuição;85332.78 € ;False;False;;;True;;Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05;57 dias;False;Portugal, Lisboa;False;79824000-6;False;;;False;Aquisição de serviços;"Aquisição de serviços de printing&finishing; ? fevereiro e março 2026";600072525;Direção-Geral da Administração da Justiça;3322;500077568;CTT - Correios de Portugal, S.A.;222;https://www.base.gov.pt/Base4/pt/resultados/?type=doc_documentos&id=2466625&ext=.pdf
